[ItemPickupLog] [2025-08-02T20:07:30.4084133] Picked up GameItem{name=Casket, id=2714, amount=197} at Position{x=3217, y=3234, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2798463] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2798463] Picked up GameItem{name=Steel arrow, id=886, amount=30} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2798463] Picked up GameItem{name=Cosmic rune, id=564, amount=15} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2798463] Picked up GameItem{name=Rune axe, id=1359, amount=1} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2808456] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2808456] Picked up GameItem{name=Water rune, id=555, amount=7} at Position{x=2282, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2808456] Picked up GameItem{name=Grimy ranarr, id=207, amount=1} at Position{x=2282, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2808456] Picked up GameItem{name=Grimy cadantine, id=215, amount=1} at Position{x=2282, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2818476] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2818476] Picked up GameItem{name=Water rune, id=555, amount=14} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2818476] Picked up GameItem{name=Grimy irit, id=209, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:05.2818476] Picked up GameItem{name=Adamant axe, id=1357, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:10.0764179] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:10.0764179] Picked up GameItem{name=Iron arrow, id=884, amount=14} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:10.0764179] Picked up GameItem{name=Grimy avantoe, id=211, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:10.0764179] Picked up GameItem{name=Grimy kwuarm, id=213, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:11.8796561] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:11.8796561] Picked up GameItem{name=Water rune, id=555, amount=17} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:11.8796561] Picked up GameItem{name=Grimy ranarr, id=207, amount=1} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:11.8796561] Picked up GameItem{name=Grimy kwuarm, id=213, amount=1} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:11.8796561] Picked up GameItem{name=Giant key, id=20754, amount=1} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:11.8796561] Picked up GameItem{name=Small Coin Bag, id=10832, amount=1} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:11.8816602] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2287, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:11.8816602] Picked up GameItem{name=Bolts(p++), id=6062, amount=2} at Position{x=2287, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:11.8816602] Picked up GameItem{name=Nature rune, id=561, amount=13} at Position{x=2287, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:11.8816602] Picked up GameItem{name=Grimy cadantine, id=215, amount=1} at Position{x=2287, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:11.8836576] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:11.8836576] Picked up GameItem{name=Fire rune, id=554, amount=20} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:11.8836576] Picked up GameItem{name=Grimy tarromin, id=203, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:11.8836576] Picked up GameItem{name=Grimy kwuarm, id=213, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:13.6817742] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:13.6817742] Picked up GameItem{name=Mithril arrow, id=888, amount=13} at Position{x=2282, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:13.6817742] Picked up GameItem{name=Cosmic rune, id=564, amount=20} at Position{x=2282, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:13.6817742] Picked up GameItem{name=Grimy cadantine, id=215, amount=1} at Position{x=2282, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:14.8910681] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:14.8910681] Picked up GameItem{name=Steel arrow, id=886, amount=24} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:14.8910681] Picked up GameItem{name=Grimy avantoe, id=211, amount=1} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:14.8910681] Picked up GameItem{name=Grimy cadantine, id=215, amount=1} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:14.8920692] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:14.8920692] Picked up GameItem{name=Water rune, id=555, amount=17} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:14.8920692] Picked up GameItem{name=Death rune, id=560, amount=16} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:14.8920692] Picked up GameItem{name=Grimy dwarf weed, id=217, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:14.8940706] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:14.8940706] Picked up GameItem{name=Bolts(p++), id=6062, amount=2} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:14.8940706] Picked up GameItem{name=Death rune, id=560, amount=18} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:14.8940706] Picked up GameItem{name=Grimy cadantine, id=215, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:14.8940706] Picked up GameItem{name=Clue scroll, id=2677, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:14.8960715] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:14.8960715] Picked up GameItem{name=Water rune, id=555, amount=21} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:14.8960715] Picked up GameItem{name=Grimy ranarr, id=207, amount=1} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:14.8960715] Picked up GameItem{name=Grimy kwuarm, id=213, amount=1} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.6979866] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2286, y=4775, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.6979866] Picked up GameItem{name=Mithril arrow, id=888, amount=10} at Position{x=2286, y=4775, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.6979866] Picked up GameItem{name=Death rune, id=560, amount=14} at Position{x=2286, y=4775, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.6979866] Picked up GameItem{name=Grimy dwarf weed, id=217, amount=1} at Position{x=2286, y=4775, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.6979866] Picked up GameItem{name=Giant key, id=20754, amount=1} at Position{x=2286, y=4775, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.6999878] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2278, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.6999878] Picked up GameItem{name=Mithril arrow, id=888, amount=12} at Position{x=2278, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.6999878] Picked up GameItem{name=Cosmic rune, id=564, amount=12} at Position{x=2278, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.6999878] Picked up GameItem{name=Grimy cadantine, id=215, amount=1} at Position{x=2278, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7022104] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7022104] Picked up GameItem{name=Iron arrow, id=884, amount=18} at Position{x=2280, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7022104] Picked up GameItem{name=Cosmic rune, id=564, amount=19} at Position{x=2280, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7022104] Picked up GameItem{name=Adamant axe, id=1357, amount=1} at Position{x=2280, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7041971] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2284, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7041971] Picked up GameItem{name=Steel arrow, id=886, amount=35} at Position{x=2284, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7041971] Picked up GameItem{name=Grimy irit, id=209, amount=1} at Position{x=2284, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7041971] Picked up GameItem{name=Grimy kwuarm, id=213, amount=1} at Position{x=2284, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7061971] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7061971] Picked up GameItem{name=Iron arrow, id=884, amount=18} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7061971] Picked up GameItem{name=Grimy tarromin, id=203, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7061971] Picked up GameItem{name=Adamant axe, id=1357, amount=1} at Position{x=2281, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.709198] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2287, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.709198] Picked up GameItem{name=Bolts(p++), id=6062, amount=3} at Position{x=2287, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.709198] Picked up GameItem{name=Grimy ranarr, id=207, amount=1} at Position{x=2287, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.709198] Picked up GameItem{name=Grimy cadantine, id=215, amount=1} at Position{x=2287, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7111967] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2279, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7111967] Picked up GameItem{name=Iron arrow, id=884, amount=15} at Position{x=2279, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7111967] Picked up GameItem{name=Grimy marrentil, id=201, amount=1} at Position{x=2279, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7111967] Picked up GameItem{name=Grimy cadantine, id=215, amount=1} at Position{x=2279, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7131978] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2283, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7131978] Picked up GameItem{name=Mithril arrow, id=888, amount=10} at Position{x=2283, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7131978] Picked up GameItem{name=Grimy irit, id=209, amount=1} at Position{x=2283, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7131978] Picked up GameItem{name=Adamant axe, id=1357, amount=1} at Position{x=2283, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7151971] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4775, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7151971] Picked up GameItem{name=Steel arrow, id=886, amount=22} at Position{x=2282, y=4775, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7151971] Picked up GameItem{name=Grimy irit, id=209, amount=1} at Position{x=2282, y=4775, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7151971] Picked up GameItem{name=Grimy cadantine, id=215, amount=1} at Position{x=2282, y=4775, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7171995] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7171995] Picked up GameItem{name=Steel arrow, id=886, amount=30} at Position{x=2280, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7171995] Picked up GameItem{name=Grimy irit, id=209, amount=1} at Position{x=2280, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:16.7171995] Picked up GameItem{name=Grimy dwarf weed, id=217, amount=1} at Position{x=2280, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:18.5156439] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:18.5156439] Picked up GameItem{name=Water rune, id=555, amount=7} at Position{x=2281, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:18.5156439] Picked up GameItem{name=Grimy guam, id=199, amount=1} at Position{x=2281, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:18.5156439] Picked up GameItem{name=Grimy cadantine, id=215, amount=1} at Position{x=2281, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:18.517646] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2279, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:18.517646] Picked up GameItem{name=Bolts(p++), id=6062, amount=1} at Position{x=2279, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:18.517646] Picked up GameItem{name=Cosmic rune, id=564, amount=11} at Position{x=2279, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:18.517646] Picked up GameItem{name=Adamant axe, id=1357, amount=1} at Position{x=2279, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:21.5227895] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2277, y=4776, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:21.5227895] Picked up GameItem{name=Steel arrow, id=886, amount=32} at Position{x=2277, y=4776, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:21.5227895] Picked up GameItem{name=Grimy guam, id=199, amount=1} at Position{x=2277, y=4776, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:21.5227895] Picked up GameItem{name=Adamant axe, id=1357, amount=1} at Position{x=2277, y=4776, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3290887] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2278, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3290887] Picked up GameItem{name=Water rune, id=555, amount=14} at Position{x=2278, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3290887] Picked up GameItem{name=Grimy marrentil, id=201, amount=1} at Position{x=2278, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3290887] Picked up GameItem{name=Rune axe, id=1359, amount=1} at Position{x=2278, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3300901] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2284, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3300901] Picked up GameItem{name=Water rune, id=555, amount=5} at Position{x=2284, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3300901] Picked up GameItem{name=Grimy guam, id=199, amount=1} at Position{x=2284, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3300901] Picked up GameItem{name=Grimy dwarf weed, id=217, amount=1} at Position{x=2284, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3310896] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2279, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3310896] Picked up GameItem{name=Fire rune, id=554, amount=11} at Position{x=2279, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3310896] Picked up GameItem{name=Grimy avantoe, id=211, amount=1} at Position{x=2279, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3310896] Picked up GameItem{name=Rune axe, id=1359, amount=1} at Position{x=2279, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3310896] Picked up GameItem{name=Giant key, id=20754, amount=1} at Position{x=2279, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3320905] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2278, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3320905] Picked up GameItem{name=Water rune, id=555, amount=8} at Position{x=2278, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3320905] Picked up GameItem{name=Grimy irit, id=209, amount=1} at Position{x=2278, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3320905] Picked up GameItem{name=Grimy cadantine, id=215, amount=1} at Position{x=2278, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3340916] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2279, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3340916] Picked up GameItem{name=Fire rune, id=554, amount=9} at Position{x=2279, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3340916] Picked up GameItem{name=Grimy ranarr, id=207, amount=1} at Position{x=2279, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3340916] Picked up GameItem{name=Rune axe, id=1359, amount=1} at Position{x=2279, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3350919] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2278, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3350919] Picked up GameItem{name=Mithril arrow, id=888, amount=15} at Position{x=2278, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3350919] Picked up GameItem{name=Grimy tarromin, id=203, amount=1} at Position{x=2278, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.3350919] Picked up GameItem{name=Adamant axe, id=1357, amount=1} at Position{x=2278, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.337092] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2278, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.337092] Picked up GameItem{name=Water rune, id=555, amount=23} at Position{x=2278, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:16:23.337092] Picked up GameItem{name=Grimy ranarr, id=207, amount=1} at Position{x=2278, y=4767, z=0}, owner mercy
